holdet_person_id,holdet_rider_name,pcs_rider_id,pcs_rider_name,season,result_date,race_name,result_label,result_scope,grand_tour_slug,race_class,rank_position,raw_result,kms,pcs_points,uci_points,vertical_meters,source_url,fetched_at
4193,Edoardo Affini,edoardo-affini,Affini Edoardo,2025,2025-05-27,Giro d'Italia,Stage 16,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,121,121,203.0,,,4737,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-16,2026-04-17 10:41:37.805349+00
4193,Edoardo Affini,edoardo-affini,Affini Edoardo,2025,2025-05-25,Giro d'Italia,Stage 15,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,133,133,219.0,,,3865,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-15,2026-04-17 10:41:37.805349+00
4193,Edoardo Affini,edoardo-affini,Affini Edoardo,2025,2025-05-24,Giro d'Italia,Stage 14,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,146,146,195.0,,,987,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-14,2026-04-17 10:41:37.805349+00
4193,Edoardo Affini,edoardo-affini,Affini Edoardo,2025,2025-05-23,Giro d'Italia,Stage 13,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,106,106,180.0,,,1561,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-13,2026-04-17 10:41:37.805349+00
4193,Edoardo Affini,edoardo-affini,Affini Edoardo,2025,2025-05-22,Giro d'Italia,Stage 12,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,61,61,172.0,,,1666,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-12,2026-04-17 10:41:37.805349+00
4193,Edoardo Affini,edoardo-affini,Affini Edoardo,2025,2025-05-21,Giro d'Italia,Stage 11,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,149,149,186.0,,,3812,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-11,2026-04-17 10:41:37.805349+00
4193,Edoardo Affini,edoardo-affini,Affini Edoardo,2025,2025-05-20,Giro d'Italia,Stage 10 (ITT),GRAND_TOUR_STAGE,giro-d-italia,2.UWT,5,5,28.6,18.00,60.00,125,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-10,2026-04-17 10:41:37.805349+00
4193,Edoardo Affini,edoardo-affini,Affini Edoardo,2025,2025-05-18,Giro d'Italia,Stage 9,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,148,148,181.0,,,2346,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-9,2026-04-17 10:41:37.805349+00
4193,Edoardo Affini,edoardo-affini,Affini Edoardo,2025,2025-05-17,Giro d'Italia,Stage 8,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,102,102,197.0,,,3792,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-8,2026-04-17 10:41:37.805349+00
4193,Edoardo Affini,edoardo-affini,Affini Edoardo,2025,2025-05-16,Giro d'Italia,Stage 7,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,128,128,168.0,,,3390,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-7,2026-04-17 10:41:37.805349+00
4193,Edoardo Affini,edoardo-affini,Affini Edoardo,2025,2025-05-15,Giro d'Italia,Stage 6,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,34,34,227.0,,,2496,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-6,2026-04-17 10:41:37.805349+00
4193,Edoardo Affini,edoardo-affini,Affini Edoardo,2025,2025-05-14,Giro d'Italia,Stage 5,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,143,143,151.0,,,1487,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-5,2026-04-17 10:41:37.805349+00
4193,Edoardo Affini,edoardo-affini,Affini Edoardo,2025,2025-05-13,Giro d'Italia,Stage 4,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,43,43,189.0,,,730,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-4,2026-04-17 10:41:37.805349+00
4193,Edoardo Affini,edoardo-affini,Affini Edoardo,2025,2025-05-11,Giro d'Italia,Stage 3,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,177,177,160.0,,,2921,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-3,2026-04-17 10:41:37.805349+00
4193,Edoardo Affini,edoardo-affini,Affini Edoardo,2025,2025-05-10,Giro d'Italia,Stage 2 (ITT),GRAND_TOUR_STAGE,giro-d-italia,2.UWT,4,4,13.7,25.00,80.00,141,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-2,2026-04-17 10:41:37.805349+00
4193,Edoardo Affini,edoardo-affini,Affini Edoardo,2025,2025-05-09,Giro d'Italia,Stage 1,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,140,140,160.0,,,1876,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-1,2026-04-17 10:41:37.805349+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-03-21,Milano-Sanremo,Milano-Sanremo,SEASON_RACE,,1.UWT,10,10,298.0,50.00,135.00,2545,https://www.procyclingstats.com/race/milano-sanremo/2026/result,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-03-15,Tirreno-Adriatico,General classification,SEASON_RACE,,2.UWT,31,31,,5.00,10.00,,https://www.procyclingstats.com/race/tirreno-adriatico/2026/gc,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-03-15,Tirreno-Adriatico,Points classification,SEASON_RACE,,2.UWT,46,46,,,,,https://www.procyclingstats.com/race/tirreno-adriatico/2026/points,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-03-15,Tirreno-Adriatico,Stage 7,SEASON_RACE,,2.UWT,17,17,142.0,,,1135,https://www.procyclingstats.com/race/tirreno-adriatico/2026/stage-7,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-03-15,Tirreno-Adriatico,Youth classification,SEASON_RACE,,2.UWT,8,8,,,,,https://www.procyclingstats.com/race/tirreno-adriatico/2026/youth,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-03-14,Tirreno-Adriatico,Stage 6,SEASON_RACE,,2.UWT,31,31,188.0,,,4007,https://www.procyclingstats.com/race/tirreno-adriatico/2026/stage-6,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-03-13,Tirreno-Adriatico,Stage 5,SEASON_RACE,,2.UWT,57,57,184.0,,,3845,https://www.procyclingstats.com/race/tirreno-adriatico/2026/stage-5,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-03-12,Tirreno-Adriatico,Stage 4,SEASON_RACE,,2.UWT,44,44,213.0,,,2781,https://www.procyclingstats.com/race/tirreno-adriatico/2026/stage-4,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-03-11,Tirreno-Adriatico,Stage 3,SEASON_RACE,,2.UWT,22,22,221.0,,,2436,https://www.procyclingstats.com/race/tirreno-adriatico/2026/stage-3,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-03-10,Tirreno-Adriatico,Stage 2,SEASON_RACE,,2.UWT,25,25,206.0,,,2208,https://www.procyclingstats.com/race/tirreno-adriatico/2026/stage-2,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-03-09,Tirreno-Adriatico,Stage 1 (ITT),SEASON_RACE,,2.UWT,112,112,11.5,,,8,https://www.procyclingstats.com/race/tirreno-adriatico/2026/stage-1,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-03-07,Strade Bianche,Strade Bianche,SEASON_RACE,,1.UWT,,DNF,203.0,,,3567,https://www.procyclingstats.com/race/strade-bianche/2026/result,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-03-01,Faun Drome Classic,Faun Drome Classic,SEASON_RACE,,1.Pro,30,30,185.0,,5.00,2206,https://www.procyclingstats.com/race/la-drome-classic/2026/result,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-02-28,Faun-Ardèche Classic,Faun-Ardèche Classic,SEASON_RACE,,1.Pro,42,42,187.6,,,3411,https://www.procyclingstats.com/race/faun-ardeche-classic/2026/result,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-02-01,Mapei Cadel Evans Great Ocean Road Race - Men,Mapei Cadel Evans Great Ocean Road Race - Men,SEASON_RACE,,1.UWT,26,26,182.3,9.00,16.00,1642,https://www.procyclingstats.com/race/great-ocean-road-race/2026/result,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-01-25,Santos Tour Down Under,General classification,SEASON_RACE,,2.UWT,18,18,,28.00,30.00,,https://www.procyclingstats.com/race/tour-down-under/2026/gc,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-01-25,Santos Tour Down Under,Points classification,SEASON_RACE,,2.UWT,11,11,,,,,https://www.procyclingstats.com/race/tour-down-under/2026/points,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-01-25,Santos Tour Down Under,Stage 5,SEASON_RACE,,2.UWT,8,8,169.8,3.00,8.00,2992,https://www.procyclingstats.com/race/tour-down-under/2026/stage-5,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-01-24,Santos Tour Down Under,Stage 4,SEASON_RACE,,2.UWT,6,6,130.8,7.00,15.00,1458,https://www.procyclingstats.com/race/tour-down-under/2026/stage-4,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-01-23,Santos Tour Down Under,Stage 3,SEASON_RACE,,2.UWT,84,84,140.8,,,1870,https://www.procyclingstats.com/race/tour-down-under/2026/stage-3,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-01-22,Santos Tour Down Under,Stage 2,SEASON_RACE,,2.UWT,29,29,148.1,,,2787,https://www.procyclingstats.com/race/tour-down-under/2026/stage-2,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-01-21,Santos Tour Down Under,Stage 1,SEASON_RACE,,2.UWT,55,55,120.6,,,1107,https://www.procyclingstats.com/race/tour-down-under/2026/stage-1,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2026,2026-01-20,Santos Tour Down Under,Prologue,SEASON_RACE,,2.UWT,41,41,3.6,,,14,https://www.procyclingstats.com/race/tour-down-under/2026/prologue,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-06-01,Giro d'Italia,General Classification,GRAND_TOUR_GC,giro-d-italia,2.UWT,27,27,,35.00,30.00,,https://www.procyclingstats.com/race/giro-d-italia/2025/gc,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-06-01,Giro d'Italia,Points classification,GRAND_TOUR_POINTS,giro-d-italia,2.UWT,16,16,,,,,https://www.procyclingstats.com/race/giro-d-italia/2025/points,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-06-01,Giro d'Italia,Stage 21,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,29,29,143.0,,,1604,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-21,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-06-01,Giro d'Italia,Youth classification,GRAND_TOUR_YOUTH,giro-d-italia,2.UWT,7,7,,,,,https://www.procyclingstats.com/race/giro-d-italia/2025/youth,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-31,Giro d'Italia,Stage 20,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,40,40,205.0,,,4399,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-20,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-30,Giro d'Italia,Stage 19,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,38,38,166.0,,,4908,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-19,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-29,Giro d'Italia,Stage 18,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,19,19,144.0,,,1669,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-18,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-28,Giro d'Italia,Stage 17,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,41,41,155.0,,,3813,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-17,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-27,Giro d'Italia,Stage 16,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,48,48,203.0,,,4737,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-16,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-25,Giro d'Italia,Stage 15,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,56,56,219.0,,,3865,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-15,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-24,Giro d'Italia,Stage 14,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,70,70,195.0,,,987,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-14,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-23,Giro d'Italia,Stage 13,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,34,34,180.0,,,1561,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-13,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-22,Giro d'Italia,Stage 12,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,50,50,172.0,,,1666,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-12,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-21,Giro d'Italia,Stage 11,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,45,45,186.0,,,3812,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-11,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-20,Giro d'Italia,Stage 10 (ITT),GRAND_TOUR_STAGE,giro-d-italia,2.UWT,83,83,28.6,,,125,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-10,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-18,Giro d'Italia,Stage 9,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,52,52,181.0,,,2346,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-9,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-17,Giro d'Italia,Stage 8,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,51,51,197.0,,,3792,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-8,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-16,Giro d'Italia,Stage 7,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,50,50,168.0,,,3390,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-7,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-15,Giro d'Italia,Stage 6,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,72,72,227.0,,,2496,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-6,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-14,Giro d'Italia,Stage 5,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,2,2,151.0,50.00,130.00,1487,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-5,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-13,Giro d'Italia,Stage 4,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,47,47,189.0,,,730,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-4,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-11,Giro d'Italia,Stage 3,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,5,5,160.0,18.00,60.00,2921,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-3,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-10,Giro d'Italia,Stage 2 (ITT),GRAND_TOUR_STAGE,giro-d-italia,2.UWT,97,97,13.7,,,141,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-2,2026-04-17 10:41:53.559019+00
4662,Edoardo Zambanini,edoardo-zambanini,Zambanini Edoardo,2025,2025-05-09,Giro d'Italia,Stage 1,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,66,66,160.0,,,1876,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-1,2026-04-17 10:41:53.559019+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2026,2026-04-26,Liège-Bastogne-Liège,Liège-Bastogne-Liège,SEASON_RACE,,1.UWT,5,5,259.5,100.00,360.00,4101,https://www.procyclingstats.com/race/liege-bastogne-liege/2026/result,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2026,2026-04-24,Tour of the Alps,General classification,SEASON_RACE,,2.Pro,2,2,,110.00,170.00,,https://www.procyclingstats.com/race/tour-of-the-alps/2026/gc,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2026,2026-04-24,Tour of the Alps,Points classification,SEASON_RACE,,2.Pro,5,5,,,,,https://www.procyclingstats.com/race/tour-of-the-alps/2026/points,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2026,2026-04-24,Tour of the Alps,Stage 5,SEASON_RACE,,2.Pro,2,2,128.6,18.00,15.00,3047,https://www.procyclingstats.com/race/tour-of-the-alps/2026/stage-5,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2026,2026-04-23,Tour of the Alps,Stage 4,SEASON_RACE,,2.Pro,10,10,167.8,,,4111,https://www.procyclingstats.com/race/tour-of-the-alps/2026/stage-4,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2026,2026-04-22,Tour of the Alps,Stage 3,SEASON_RACE,,2.Pro,3,3,174.5,12.00,10.00,3671,https://www.procyclingstats.com/race/tour-of-the-alps/2026/stage-3,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2026,2026-04-21,Tour of the Alps,Stage 2,SEASON_RACE,,2.Pro,4,4,147.5,7.00,5.00,2634,https://www.procyclingstats.com/race/tour-of-the-alps/2026/stage-2,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2026,2026-04-20,Tour of the Alps,Stage 1,SEASON_RACE,,2.Pro,59,59,144.3,,,1901,https://www.procyclingstats.com/race/tour-of-the-alps/2026/stage-1,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2026,2026-02-28,Faun-Ardèche Classic,Faun-Ardèche Classic,SEASON_RACE,,1.Pro,7,7,187.6,35.00,70.00,3411,https://www.procyclingstats.com/race/faun-ardeche-classic/2026/result,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2026,2026-02-08,National Championships Colombia ME - Road Race,National Championships Colombia ME - Road Race,SEASON_RACE,,NC,1,1,207.4,15.00,100.00,3381,https://www.procyclingstats.com/race/nc-colombia/2026/result,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2026,2026-02-05,National Championships Colombia ME - ITT,National Championships Colombia ME - ITT,SEASON_RACE,,NC,5,5,44.0,,10.00,175,https://www.procyclingstats.com/race/nc-colombia-itt/2026/result,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-09-14,La Vuelta Ciclista a España,General classification,GRAND_TOUR_GC,vuelta-a-espana,2.UWT,17,17,,85.00,70.00,,https://www.procyclingstats.com/race/vuelta-a-espana/2025/gc,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-09-14,La Vuelta Ciclista a España,Mountains classification,GRAND_TOUR_KOM,vuelta-a-espana,2.UWT,20,20,,,,,https://www.procyclingstats.com/race/vuelta-a-espana/2025/kom,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-09-14,La Vuelta Ciclista a España,Points classification,GRAND_TOUR_POINTS,vuelta-a-espana,2.UWT,11,11,,,,,https://www.procyclingstats.com/race/vuelta-a-espana/2025/points,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-09-14,La Vuelta Ciclista a España,Stage 21,GRAND_TOUR_STAGE,vuelta-a-espana,2.UWT,,NR,108.0,,,1678,https://www.procyclingstats.com/race/vuelta-a-espana/2025/stage-21,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-09-13,La Vuelta Ciclista a España,Stage 20,GRAND_TOUR_STAGE,vuelta-a-espana,2.UWT,21,21,164.8,,,4116,https://www.procyclingstats.com/race/vuelta-a-espana/2025/stage-20,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-09-12,La Vuelta Ciclista a España,Stage 19,GRAND_TOUR_STAGE,vuelta-a-espana,2.UWT,147,147,161.9,,,1300,https://www.procyclingstats.com/race/vuelta-a-espana/2025/stage-19,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-09-11,La Vuelta Ciclista a España,Stage 18 (ITT),GRAND_TOUR_STAGE,vuelta-a-espana,2.UWT,143,143,12.2,,,33,https://www.procyclingstats.com/race/vuelta-a-espana/2025/stage-18,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-09-10,La Vuelta Ciclista a España,Stage 17,GRAND_TOUR_STAGE,vuelta-a-espana,2.UWT,114,114,143.2,,,3234,https://www.procyclingstats.com/race/vuelta-a-espana/2025/stage-17,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-09-09,La Vuelta Ciclista a España,Stage 16,GRAND_TOUR_STAGE,vuelta-a-espana,2.UWT,1,1,167.9,80.00,180.00,3476,https://www.procyclingstats.com/race/vuelta-a-espana/2025/stage-16,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-09-07,La Vuelta Ciclista a España,Stage 15,GRAND_TOUR_STAGE,vuelta-a-espana,2.UWT,6,6,167.8,15.00,45.00,3099,https://www.procyclingstats.com/race/vuelta-a-espana/2025/stage-15,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-09-06,La Vuelta Ciclista a España,Stage 14,GRAND_TOUR_STAGE,vuelta-a-espana,2.UWT,51,51,135.9,,,4095,https://www.procyclingstats.com/race/vuelta-a-espana/2025/stage-14,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-09-05,La Vuelta Ciclista a España,Stage 13,GRAND_TOUR_STAGE,vuelta-a-espana,2.UWT,16,16,202.7,,,3958,https://www.procyclingstats.com/race/vuelta-a-espana/2025/stage-13,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-09-04,La Vuelta Ciclista a España,Stage 12,GRAND_TOUR_STAGE,vuelta-a-espana,2.UWT,60,60,144.9,,,2504,https://www.procyclingstats.com/race/vuelta-a-espana/2025/stage-12,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-09-03,La Vuelta Ciclista a España,Stage 11,GRAND_TOUR_STAGE,vuelta-a-espana,2.UWT,,DF,157.4,,,3081,https://www.procyclingstats.com/race/vuelta-a-espana/2025/stage-11,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-09-02,La Vuelta Ciclista a España,Stage 10,GRAND_TOUR_STAGE,vuelta-a-espana,2.UWT,18,18,175.3,,,2910,https://www.procyclingstats.com/race/vuelta-a-espana/2025/stage-10,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-08-31,La Vuelta Ciclista a España,Stage 9,GRAND_TOUR_STAGE,vuelta-a-espana,2.UWT,15,15,195.5,1.00,2.00,3123,https://www.procyclingstats.com/race/vuelta-a-espana/2025/stage-9,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-08-30,La Vuelta Ciclista a España,Stage 8,GRAND_TOUR_STAGE,vuelta-a-espana,2.UWT,46,46,163.5,,,1219,https://www.procyclingstats.com/race/vuelta-a-espana/2025/stage-8,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-08-29,La Vuelta Ciclista a España,Stage 7,GRAND_TOUR_STAGE,vuelta-a-espana,2.UWT,23,23,188.0,,,4203,https://www.procyclingstats.com/race/vuelta-a-espana/2025/stage-7,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-08-28,La Vuelta Ciclista a España,Stage 6,GRAND_TOUR_STAGE,vuelta-a-espana,2.UWT,14,14,170.3,2.00,5.00,3602,https://www.procyclingstats.com/race/vuelta-a-espana/2025/stage-6,2026-04-27 08:50:28.790292+00
3894,Egan Bernal,egan-bernal,Bernal Egan,2025,2025-08-27,La Vuelta Ciclista a España,Stage 5 (TTT),GRAND_TOUR_STAGE,vuelta-a-espana,2.UWT,5,5,24.1,8.00,7.50,122,https://www.procyclingstats.com/race/vuelta-a-espana/2025/stage-5,2026-04-27 08:50:28.790292+00
